id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,target
3287,A,A,A,A,B,B,B,E,C,F,0.3416579878223649,0.2915176622138242,0.7511487311938784,0.3531244283964281,0.6696012087074982,0.4534743002115171,0.8320777790481481,0.31903101316953364,0.4669709276840955,0.702068619484059,0.8656744663989304,0.8413744597284839,0.3741394629481872,0.7116754304316925,7.616302793825538
3289,A,A,A,A,B,D,A,D,G,I,0.9943618070115924,0.2953180295865541,0.16874691388813726,0.7216206169445214,0.5284182627738041,0.9256218761204807,0.7767769791836946,0.3316222679154995,0.951910172815152,0.8400177785136619,0.7404919207812422,0.8104437911736426,0.8126006200397061,0.6966787970961485,6.3502225865914355
3291,A,A,A,A,B,D,A,E,C,F,0.6873008766532821,0.6288785048967129,0.1621898389748388,0.5902903849295937,0.7725868825968669,0.6174329777430805,0.6544478781068139,0.7278980293322657,0.4519135668292726,0.44198897473464094,0.5872954501850101,0.6952191372168346,0.9057530055347882,0.19559065315655935,7.808166660459634
3292,A,A,A,C,B,D,A,E,E,K,0.3611401992544213,0.7476581635185209,0.5946569547319316,0.4490163255427289,0.4183762914774422,0.3784365049042249,0.22209954754828226,0.5538335563129793,0.40566350175094223,0.36563328335327855,0.6709438879168954,0.6745061751712019,0.6907659972071964,0.19822639155659488,7.643910668585102
3293,A,A,A,C,B,D,A,D,C,F,0.6315174031392375,0.7589523090495885,0.5474518026326248,0.7500854980752147,0.8568617372304862,0.7461746125429244,0.2876950068802169,0.3114279781515288,0.8946531051420499,0.4618361668787488,0.6230265131183842,0.7477390264171132,0.6553334236018197,0.2699070515817323,8.006477737737308
3294,A,A,A,A,B,D,A,E,C,F,0.6245623041679149,0.5502602215902893,0.43532782412310994,0.202917665154064,0.4771873688705593,0.4379287102960891,0.3960477406410968,0.27877796802928384,0.17727744444540391,0.4362476293354505,0.6868505955746862,0.4244590345858621,0.6196758359029872,0.2678690969155967,8.936414787596924
3295,A,B,A,C,B,D,A,E,C,L,0.5443333456898921,0.4862377146235467,0.5645545223934878,0.8392384966203517,0.4715438889377978,0.6518798788893151,0.3578896011649282,0.6020898694292696,0.6191106303394415,0.826522958669468,0.31151022956124336,0.614515786479905,0.7862873447101227,0.24764602040958944,8.347449520411619
3297,A,A,A,C,B,B,A,E,E,F,0.32683292846607903,0.6493469546605719,0.6544201261190643,0.17009654135359015,0.8038093229180295,0.2911043113096012,0.6860658260091766,0.2924752269925465,0.3614219240123052,0.39235232046282265,0.2108242700941594,0.26240430015665545,0.3611243874850342,0.3818054404669719,7.994605615633901
3299,A,A,A,C,B,B,A,E,E,F,0.34197261211718954,0.6875485748896701,0.1758621502957765,0.3910006931488286,0.5322328322757014,0.17071740309705347,0.30878634709658265,0.682759759783853,0.2887553226032119,0.3498755180282288,0.1982483863424856,0.16489660305733356,0.3169566337663604,0.7397913507755116,7.655949153939911
3300,A,B,A,C,B,B,A,E,E,L,0.3725849329136173,0.6674884929376245,0.5446464202101752,0.1963570845231164,0.2756604791042717,0.3619863813512317,0.3081994693063218,0.25689430166088795,0.36268406401297903,0.3195808358419385,0.20604944336427866,0.2949051947135469,0.2672169517809741,0.2691251795857447,7.097695585013899
3303,A,B,A,A,B,A,A,E,C,I,0.6778632397832308,0.7196799104951678,0.33341573851090084,0.7207303767504482,0.27959850930594976,0.5803108534794057,0.9104263109815348,0.5052200736342732,0.6276687247819913,0.7953870908697834,0.8326453280433274,0.5318119436989904,0.3119766162195151,0.3860221016158529,7.082766783014784
3306,A,A,A,A,B,C,A,E,G,J,0.6390558780337362,0.12007503836627703,0.127510008635887,0.7580181653077999,0.3208045905494317,0.6905282159353585,0.41444965410131396,0.8254246630416346,0.6367774614404635,0.7960705291690479,0.8406623165787737,0.7603209259100987,0.6757539871967021,0.3975423132872917,7.571423486196453
3307,A,A,A,A,B,D,A,E,A,F,0.9723937065172492,0.3000577603110741,0.16632786102610336,0.7504696388411876,0.2801536489610837,0.8503656867090196,0.6451148990021609,0.32588296989578003,0.8510081112491664,0.7998917761645443,0.838901043177119,0.7352055367508179,0.9262188460962189,0.7698666540969251,6.518814984172935
3308,A,A,A,A,B,B,A,E,C,F,0.5543254816952725,0.7448086954446608,0.4377093264398821,0.3450300427109862,0.2798358970518982,0.4606122859595016,0.3377286497502524,0.31332055942213793,0.3632001960873048,0.4387152531202846,0.43060989434142893,0.6881292353618165,0.3421592663573643,0.8087145891541938,8.054281776827201
3310,A,A,A,A,B,B,A,E,E,F,0.2713254640963257,0.4854640485147525,0.4649256667011029,0.5869534441860439,0.8597675009100486,0.4620754427945109,0.4239471727150304,0.2520523223892357,0.4327086741221073,0.6679502587350319,0.4438937389839414,0.2655626321278636,0.3156919378343704,0.7304195452700836,7.800571790415771
3312,A,B,A,C,B,B,A,G,E,L,0.3255257040874886,0.5512591224006723,0.3725314500656836,0.8270184557559276,0.3650911557630685,0.18720709155121346,0.4256919139641191,0.2645046661078149,0.4422788501421561,0.3633566361777368,0.1952519959744501,0.5926069506329195,0.3034811567932726,0.7977498359515303,9.143241922973344
3313,A,A,A,A,B,B,A,E,C,I,0.5278856980949822,0.04765409432824444,0.7375034054050266,0.5132327518719618,0.7597136795259251,0.43042073437270495,0.4161951816267754,0.23219108018948045,0.4246207069701313,0.4006132376626214,0.4813413897160466,0.2916216814914512,0.3692035948017603,0.2669192100039323,6.371589431476515
3314,A,A,A,C,B,B,A,E,C,I,0.4806208350882069,0.7359544726566892,0.4336147893062249,0.21140407226260927,0.28083741177174504,0.47138236160719393,0.39250091560034733,0.25362525878355585,0.4665770965982006,0.5268274994686305,0.7292697546613992,0.6925476912400627,0.3650035896478971,0.3263926737865917,6.18182713487862
3315,A,A,A,A,B,D,A,E,C,F,0.4602687033388648,0.6945820244547943,0.7128309996888526,0.7462438305667015,0.2789553849208195,0.5352007341314725,0.8159508307355113,0.4567424194750206,0.6183036404450002,0.8275993095089922,0.7259138745023782,0.716052084648565,0.6926223540647387,0.7194944456233133,6.820552380090785
3319,A,B,A,C,B,B,A,D,E,L,0.3219209228450325,0.2932417583615639,0.32317034180336285,0.2728819828185928,0.7008359965643203,0.3993848878508368,0.8376692677690718,0.6704786218546398,0.3692107091914809,0.3337779247148876,0.3062943740882853,0.3392007527785082,0.2753949394984377,0.17943849454732808,7.711879640827861
3320,A,B,B,A,B,B,A,E,C,H,0.2667652179069478,0.752259831245645,0.561443574665818,0.82225086170694,0.4916544915072316,0.3754515271271681,0.3476589554621603,0.4359656284460491,0.4938224958260836,0.8828540516287671,0.3798976646044745,0.3975808159497276,0.3154906016915833,0.6946945713089875,6.851028492084166
3321,A,B,A,C,B,B,A,E,E,L,0.30218549742800205,0.13481785583422798,0.4943157636373266,0.20119736559867454,0.8514687456006176,0.3965946801390697,0.31864537486598593,0.2245283064691891,0.3247118640074804,0.31115154450803284,0.3756218758140101,0.2716021184895653,0.3209448422879079,0.2292467607505836,8.975847952054682
3322,A,B,A,C,B,B,A,E,E,I,0.3352547426334165,0.4217086196471959,0.3995434316570997,0.9074232330907984,0.3191427988109218,0.2732754284094756,0.35303288913420205,0.3023565952246085,0.18936956608872965,0.20960676693067565,0.35792433458605044,0.3470687944390363,0.7183211208155188,0.2491622791897164,8.197723281064887
3323,A,B,A,A,B,D,A,E,C,F,0.5160621346189551,0.4876108259787,0.33452614054644725,0.785009297557119,0.5615066693071354,0.4641262677843669,0.3730902981906568,0.8621176386793206,0.4335844696366001,0.3654327326419899,0.484695262097095,0.7010440355885814,0.6108725659444311,0.7939106451853467,6.597295202930326
3324,A,B,A,A,B,B,A,E,C,F,0.5072200603681603,0.7953880201212651,0.44304422523048814,0.3110668389466824,0.6965388880148704,0.4867377176362495,0.8601481839084172,0.5500764800268091,0.5235449151841431,0.7718587091799722,0.6545917795077846,0.5869605818950763,0.3739080780133884,0.4148779053571928,9.214942172803049
3325,A,A,A,C,B,D,A,B,G,A,0.9713771152562064,0.5517344173199856,0.16760947553398245,0.6861465982994721,0.2789737969378341,0.9334479806474468,0.5938150359401918,0.3977113707029419,0.9151724967424756,0.8361564202430097,0.6091361615634231,0.8680948093372889,0.824920892189967,0.839512222563426,6.680653301737761
3326,A,B,A,A,B,D,A,E,C,L,0.4378802725861394,0.6172921667567239,0.3352120974136782,0.8452147447414176,0.2805776099641249,0.3734916270053708,0.3411065034364514,0.5129402232494772,0.4454513522076898,0.3333124102198868,0.5927971263634774,0.7958713338279126,0.7687954911831365,0.7005859531124881,8.629041406656414
3327,A,A,A,A,B,D,A,E,C,F,0.4966077733388625,0.7500526221898154,0.4815698982127847,0.2360322630186072,0.3676527478907942,0.3650626558788561,0.3359432940447662,0.2391563156102007,0.3499654723058549,0.37907025968860014,0.5645768196461148,0.67886893710207,0.6460606368368877,0.2776189342372808,6.8228060821809215
3329,A,B,A,C,B,D,A,E,G,L,0.9614021255691264,0.12728654784754642,0.33356040931635084,0.7506986569031328,0.4804464326386163,0.9206081352167412,0.6134733904671302,0.6198324088442706,0.8894087647359942,0.7864380904328664,0.8984052676055859,0.8004176913121236,0.7958533176587463,0.7635202295520536,8.069899101673457
3333,A,B,A,C,B,B,A,E,E,I,0.2499681195894772,0.7725493346434648,0.547322561172849,0.2630644607076173,0.3183168926079953,0.2701262596447495,0.4183757004534736,0.3578810651738926,0.09928668993652356,0.2924231559169305,0.3266446557227745,0.2183575516946195,0.5535034241799074,0.2253447338440208,7.003476225251178
3335,A,A,A,C,B,D,A,E,G,K,0.6915391009858324,0.3001912887441464,0.5790643177149947,0.8079643910519334,0.533152554940182,0.8994213705939476,0.6733357023809361,0.7248296089228929,0.5364069337016111,0.7984022545032969,0.8312339451350527,0.8321119070414322,0.8984261096783244,0.3757485921252421,7.342326042194102
3336,A,A,A,A,B,D,A,E,C,F,0.4600414827000288,0.6186562921514909,0.3146198103567536,0.20555062779596014,0.2262599937823336,0.7736161776655455,0.21598911263735432,0.6047630595526545,0.2392214010477783,0.3902526725761588,0.5593610375578489,0.7681209894020061,0.8230126647595991,0.416065784674895,8.428658722225979
3339,A,B,A,D,B,B,A,E,E,F,0.531475099618995,0.2954260498772222,0.3239833316966917,0.6306651458617294,0.4177568473888464,0.3007719133038981,0.7064100443505269,0.23197515931087026,0.16748080207437618,0.7962394059132735,0.18346565068204326,0.2367370503104437,0.3175086322346154,0.8052028708972372,7.452644898355663
3340,A,A,A,D,B,D,A,D,A,F,0.7630333971278325,0.2967537774404773,0.5310947212097173,0.6630656239184723,0.5465608037689361,0.8120055270514325,0.7359176270626167,0.6651156330489136,0.8875359168015441,0.7828285996650691,0.5947510596339263,0.7165297819334671,0.8891129333234291,0.7185446050512697,6.8124164603610105
3341,A,B,A,C,B,D,A,E,A,L,0.9221488399749136,0.2401306290217159,-0.003211206318586152,0.5721005578178286,0.279162918844622,0.8335880600274554,0.7489871867624216,0.7144121080694075,0.8975483090310155,0.8113969476585258,0.5552715063056177,0.7577932307692113,0.854845453249836,0.3652262429950143,7.404252316652528
3342,A,B,A,C,B,D,A,E,G,F,0.9158367834763343,0.6529658594380159,0.10722407475376372,0.7775852399981023,0.3017793642915226,0.8540686850563816,0.3244730908583207,0.6493213284094606,0.6538687432275476,0.8406303068023673,0.6525443843551908,0.5848184535462942,0.8196716569358264,0.7165508771575041,7.772608622944211
3344,A,B,B,C,B,D,A,E,E,H,0.3137020105692279,0.41928385865247,0.20711358251961468,0.7643826788771472,0.27824759399660143,0.9115898168512688,0.3514549906612596,0.307304346313294,0.4610423800328168,0.3612444314256091,0.4199376729841812,0.7853090936957731,0.8028989331331728,0.2279669341816805,7.7253389561070955
3345,A,B,A,C,B,D,A,E,A,K,0.6560341054093642,0.7311191221286272,0.21848294157464168,0.4054592894450856,0.2790519846765948,0.3987108478874768,0.6599882724356476,0.9030949091526508,0.4401423960651708,0.8158674951080113,0.4290951254083513,0.7675048178352,0.8944103816433818,0.170129546198398,6.612819916495426
3347,A,B,A,A,B,D,A,E,E,F,0.8812674879121344,0.4206307279200568,0.4091461063381721,0.8835404933253282,0.27877957059134784,0.4781900848843135,0.5597166951513285,0.5150602457071567,0.8703734881169654,0.5174188247207644,0.6327484605736258,0.7863296392304672,0.6067803614585947,0.7165529813388243,8.162336963592935
3348,B,B,A,C,B,D,A,E,C,F,0.7305853961205531,0.014683381735871496,0.6333147098323263,0.4353890429587871,0.27950950458788826,0.8824954486933192,0.880848691301471,0.9766919206264624,0.9527215959969064,0.8367123528468389,0.5608979100157976,0.7334125628733789,0.7271199612848581,0.8024350383642476,6.985933808598781
3349,A,A,A,C,B,A,A,E,C,F,0.6690106921995063,0.5531599035194008,0.6546899472743335,0.7124003051749527,0.5339252593183819,0.6599333720312867,0.5167748930999893,0.6265543965374106,0.6036845787723651,0.7611664151612951,0.5653148474002021,0.7916675699164729,0.34429420070271083,0.5023414880101119,7.382721878114122
3350,A,A,A,C,B,B,A,E,C,L,0.4755373087820143,0.7416542778465602,0.5252288975927445,0.3644773307368243,0.27890039437898595,0.44751286429848375,0.407398940724036,0.2586377761150829,0.43176902856397503,0.4984010742793825,0.9128635828889028,0.7733539882173578,0.3300384011334501,0.3500524003388734,8.19472532007881
3351,A,A,A,C,B,D,A,E,A,F,0.9479529138514612,0.2919395763856392,0.8353692328556992,0.20331365667493456,0.2786126620840225,0.8712077218451002,0.651113443660277,0.6158632353512066,0.919282539909792,0.8474055771255257,0.8212874222081591,0.7177496388194301,0.8375496291505956,0.44340718299866977,6.529758048653166
3352,A,A,A,D,B,D,A,E,E,F,0.36896161693200813,0.7108686410432825,0.7041832776756312,0.17772425523986055,0.7313442554308268,0.2317908172551277,0.31004836457008683,0.21879265755526936,0.3701116614526922,0.19265233023955144,0.2358442461909471,0.5999720933359114,0.236915208052958,0.6123667097014411,8.321595800884793
3355,A,A,A,A,B,D,A,E,A,A,0.34106294447625163,0.6539186858726616,0.39061112765022704,0.434507144527712,0.5229776139117432,0.4675860313879946,0.8106999611781396,0.2755707826893476,0.4612988621095834,0.34479707768814066,0.41297629700692207,0.6628457385250416,0.6637067300562409,0.4037831338740981,6.463221534084839
3356,A,A,A,D,B,B,A,E,F,F,0.5562935227916482,0.4851221967996772,0.4380779757017688,0.18909966170034945,0.2835975286244377,0.4569540342157876,0.3678343346898628,0.69742142954171,0.15812810126581603,0.3526003338681064,0.5864519053733832,0.7567279327599198,0.26837452107236826,0.7522423876162891,5.116897685791226
3357,A,A,A,C,B,B,A,D,C,I,0.4802955508019508,0.07012477143178299,0.9412362402443679,0.2828851651418273,0.8658493474300387,0.36751572444275,0.7311049851203582,0.33511600252158097,0.3812333373541781,0.4597378364287934,0.4531673851182602,0.42140830404647983,0.6844961062004746,0.5684184590541173,8.482793394101416
3358,A,A,A,C,B,B,A,E,E,F,0.2923191630729966,0.6689363277785805,0.16313295022569455,0.4805031321114226,0.4105565747114898,0.25630590669767306,0.3081532745793856,0.6979248745457247,0.2966266438027583,0.3404810716252094,0.1897378100581943,0.3536707863394419,0.271994484575795,0.33076282176948285,6.842495402809487
3359,A,B,B,A,B,D,A,E,E,L,0.8534152279853339,0.025113150161948747,0.3691815023857459,0.18452769896167387,0.7152879570969326,0.7930602003253031,0.556688791851431,0.260266573327367,0.8650899593714981,0.797346617126598,0.9437556768067468,0.8773922432260625,0.3026150252067393,0.8130605043807975,7.354515164292882
3361,A,B,A,A,B,B,A,E,E,F,0.5026481419810422,0.5544953918773124,0.6769626503547774,0.18977922947376066,0.2782563532957211,0.4062296580830205,0.2955867619833535,0.2603309648130929,0.3088664425110456,0.40159052032479786,0.3355752158976048,0.7843910511581861,0.3191139789239369,0.364612114276748,8.977434759670354
3362,A,B,A,C,B,B,A,E,E,L,0.34869423079863504,0.6275396659632723,0.4896973797159159,0.5337826076353972,0.2800605438479625,0.3534706023007119,0.43275846332954304,0.4368646048221192,0.2953620371402953,0.2852832647677309,0.2136419469804396,0.2343908986336027,0.32464945402994705,0.7771811594566707,9.097949260997833
3363,A,A,A,C,B,D,A,D,E,F,0.6969645618267202,0.484774959548653,0.3065952012571405,0.1835601296452393,0.28058950131520444,0.4532735391199888,0.3690917723253433,0.25013402552953345,0.467998874237253,0.7810233818673985,0.4484873687693855,0.34794486604348485,0.6763277212335523,0.21583160338503996,6.801213242339575
3364,B,A,A,C,B,D,A,E,E,F,0.8160393181895876,0.7489339963999938,0.4003502855858197,0.8315599773129569,0.4099046055917829,0.8553027193011759,0.31080985874591066,0.6830460819502403,0.8663501721131058,0.8163363618098682,0.5769096220091586,0.7633021935589004,0.8051004704094264,0.8096155871414106,7.630159100856429
3365,A,B,A,A,B,B,B,E,E,L,0.31379207647915003,0.3525531946977692,0.5927913361871671,0.18868311735619567,0.2666925296356336,0.686558544540342,0.7786251697470448,0.499653512969701,0.6335914151855393,0.463565952321997,0.6780755739234176,0.6193408062882448,0.3380639408163761,0.5781761856850781,7.931232334115715
3368,A,B,B,C,B,D,A,E,G,F,0.901369584982694,0.12623462774999247,0.13383740764403784,0.7159124579807261,0.5946973346506124,0.8228403248627362,0.4975059286392181,0.6391119773881679,0.9187590696136212,0.8353033845989201,0.5139900949503141,0.6888327311430116,0.8416403936798289,0.19185727340677586,7.8729776424060525
3369,A,B,A,C,B,D,A,E,C,F,0.2612661345574823,0.7645500807905511,0.3803481419547325,0.4137120281398179,0.28035044131897235,1.0104567508869429,0.2553860327579547,0.6268903380023051,0.2805885659033293,0.2630496383016667,0.7269854059666611,0.19552140730002587,0.8962722104234409,0.6864544923431077,8.55078199743915
3373,A,B,A,C,B,B,A,E,C,H,0.4776310570607287,0.5515588829074403,0.3552412431952769,0.5026118321372485,0.2777143456445838,0.4409491928973524,0.6688476852361934,0.4492675766257817,0.5567880038361392,0.5765506053619001,0.5218369838185581,0.5185662556336559,0.28670641432324595,0.3194982846242324,8.209034884291405
